codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C1335,DESARROLLO PROFESIONAL 1,ESPECÍFICO,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
G0038,INGLÉS 2,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8285,HUMAN-CENTERED DESIGN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8303,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8286,COMPUTACIÓN PARALELA Y DISTRIBUIDA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8279,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8287,INGENIERÍA DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8303,4,Ingeniería Informática,2023,informatica_malla_2023.md
C1343,PROYECTOS DE INGENIERÍA 2,ESPECÍFICO,SEMIPRESENCI AL,OBLIGATORIO,,5,Ingeniería Informática,2023,informatica_malla_2023.md
C1342,DESARROLLO PROFESIONAL 2,ESPECÍFICO,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
G0039,INGLÉS 3,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8288,DESARROLLO DE SISTEMAS WEB,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8289,VISUALIZACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8290,DISEÑO DE NEGOCIOS EN  INGENIERÍA,ESPECÍFICO,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C0772,ÉTICA,GENERAL,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8269,TESIS 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2023,informatica_malla_2023.md
G0040,INGLÉS 4,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8291,DESARROLLO DE SISTEMAS MÓVILES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8272,NORMAS Y REGULACIONES EN INGENIERÍA,ESPECÍFICO,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8292,TEMAS AVANZADOS DE  SEGURIDAD INFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2023,informatica_malla_2023.md
C8293,DERECHO INFORMÁTICO,DE ESPECIALIDAD,NO  PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2023,informatica_malla_2023.md
C8294,METODOS NUMERICOS Y  OPTIMIZACION PARA  MACHINE LEARNING,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8295,VISION COMPUTACIONAL,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8296,NATURAL LANGUAGE  PROCESSING,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8297,APRENDIZAJE POR REFUERZO,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8298,RECUPERACION DE  INFORMACION,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8299,BIOQUIMICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C1128,MOLECULAR BIOLOGY FOR ENGINEERS,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8299,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8299,BIOINFORMATICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C1128,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8301,INTRODUCCIONA LA  EPIDEMIOLOGIA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8302,TELEMEDICINAY  PROTOCOLOS DE  INFORMATICA EN SALUD,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8303,TOPICOS AVANZADOS DE SISTEMAS DE INFORMACION,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8304,ARQUITECTURA DE  SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8305,CALIDAD DE SOFTWARE,,DE  ESPECIALIDAD,,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8306,GESTION DE PROYECTOS DE SOFTWARE,,DE  ESPECIALIDAD,,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8307,TOPICOS AVANZADOS EN MACHINE LEARNING,,DE  ESPECIALIDAD,,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8310,TOPICOS AVANZADOS EN SISTEMAS DE INFORMACIÓN,,DE  ESPECIALIDAD,,,3,Ingeniería Informática,2023,informatica_malla_2023.md
C8632,TOPICOS AVANZADOS EN INFORMATICA BIOMEDICA,,DE  ESPECIALIDAD,,,3,Ingeniería Informática,2023,informatica_malla_2023.md
