codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C1128,MOLECULAR BIOLOGY FOR ENGINEERS,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8299,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8299,BIOINFORMATICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C1128,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8301,INTRODUCCION A LA EPIDEMIOLOGIA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8302,TELEMEDICINA Y PROTOCOLOS DE INFORMATICA EN  SALUD,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8303,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8303,TOPICOS AVANZADOS DE SISTEMAS DE INFORMACION,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8303,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8304,ARQUITECTURA DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8305,CALIDAD DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8306,GESTION DE PROYECTOS DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8307,TOPICOS AVANZADOS EN MACHINE LEARNING,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C8294,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8310,TOPICOS AVANZADOS EN SISTEMAS DE INFORMACIÓN,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
C8632,TOPICOS AVANZADOS EN INFORMATICA BIOMEDICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2022,informatica_malla_2022.md
