codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C0766,CIUDADANÍA Y CONFLICTOSAMBIENTALES,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0772,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C7774,TRABAJO DE INVESTIGACIÓN,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C8269,5,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0785,GESTIÓN DE LOS DESASTRES Y SEGURIDAD,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8268,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C8272,NORMAS Y REGULACIONES EN INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C8270,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0617,ASIGNATURA COMPLEMENTARIA  OBLIGATORIA: INGLÉS  BÁSICOINICIAL,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0619,ASIGNATURA COMPLEMENTARIA  OBLIGATORIA: INGLÉS  BÁSICOELEMENTAL,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0620,ASIGNATURA COMPLEMENTARIA  OBLIGATORIA: INGLÉS PRE INTERMEDIO,GENERAL,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0621,ASIGNATURA COMPLEMENTARIA  OBLIGATORIA: INGLÉS  INTERMEDIO,GENERAL,PRESENCIAL,OBLIGATORIO,C0620,2,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE AERÓBICOS YBAILE MODERNO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE AERÓBICOS YBAILE MODERNO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE BÁSQUETBOL I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE BÁSQUETBOL II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE FUTSAL I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE FUTSAL II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,KARATE DO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,KARATE DO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE PERSONALTRAINING I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE PERSONALTRAINING II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE VOLEIBOL I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE VOLEIBOL II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE TAEKWONDO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE TAEKWONDO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE DANZA DE LACOSTA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE DANZA DE LACOSTA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE DANZAS DE LASIERRA Y SELVA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE DANZAS DE LASIERRA Y SELVA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE ORATORIA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE ORATORIA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE TEATRO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE TEATRO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE MÚSICA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE MÚSICA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE CANTO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE CANTO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE IMPRO I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE IMPRO II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DEBAILE LATINOI,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DEBAILE LATINOII,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE MARINERANORTEÑA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE MARINERANORTEÑA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE KUNG-FU I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE KUNG-FU II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE RONDALLAFEMENINA I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE RONDALLAFEMENINA II,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,"TALLER DE CLOW, IMPRO YTEATROI",GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,CURSO TALLERFORMULACIÓN DE PERFILES DE PROYECTOS DE  INTERVENCIÓNSOCIAL,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,CURSO TALLER CIUDADANÍAAMBIENTAL Y DESARROLLO SOSTENIBLE,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,TALLER DE TEATRO PRE  ELENCOI,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
,APRECIACIÓN DE CINE I,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C1638,MITIGACIÓN DE LA  CONTAMINACIÓN  DEL AIRE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C0764,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C1641,INTERPRETACIÓN DE LA NORMA ISO  45001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C8983,TRATAMIENTO DEAGUAS CONTAMINADAS,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C0768,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C1639,GESTIÓN  AMBIENTAL ISO  14001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C0787,REMEDIACIÓN DE SUELOS CONTAMINADOS,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,C0768,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
C1642,AUDITORÍAS ISO45001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2023,ambiental_malla_2023.md
