codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C0679,FUNDAMENTOS DE   BIODISEÑO,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,HIDROLOGIA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0096,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,PROYECTOS DE BIODISEÑO,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0679,5,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,QUIMICA Y FISICA   AMBIENTALES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0208,5,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,MICROBIOLOGIA GENERAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0039,4,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,METEREOLOGIA Y   CONTAMINACION   ATMOSFERICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0065,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0760,MODELAMIENTO   AMBIENTAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0750,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0763,GESTION DE LOS RESIDUOS  SOLIDOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0773,DESARROLLO PROFESIONAL  1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,"C0201,U0082,U0006,U0083",2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0764,MONITOREO AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0208,5,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0759,DESARROLLO DE   PROYECTOS,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0761,ECONOMIA Y DERECHO  AMBIENTALES,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0762,SISTEMA DE INFORMACION  GEOGRAFICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0750,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0795,DESARROLLO PROFESIONAL  2,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,"C0757,U0082,U0006,U0083",2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0767,EVALUACION DE IMPACTO  AMBIENTAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C0065,5,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0768,TRATAMIENTO DE LAS   AGUAS RESIDUALES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0752,4,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0770,SERVICIOS ECOSISTEMICOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0752,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0771,PROYECTOS DE BIODISEÑO 2,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0769,GESTION DE CUENCAS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TESIS 1,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0772,ETICA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,"C0201,U0082,U0006,U0083",2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,DESARROLLO PROFESIONAL  3,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,"C0201,U0082,U0006,U0083",2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,DISEÑO DE NEGOCIOS EN  INGENIERIA AMBIENTAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,U0104,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ASIGNATURA ELECTIVA 1,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ASIGNATURA ELECTIVA 2,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ACTIVIDAD   COMPLEMENTARIA III,GENERAL,PRESENCIAL,ELECTIVA,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ACTIVIDAD   COMPLEMENTARIA IV,GENERAL,PRESENCIAL,ELECTIVA,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0785,GESTION DE LOS DESASTRES  Y SEGURIDAD,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C0774,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,NORMAS Y REGULACIONES  EN INGENIERIA AMBIENTAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0794,TESIS 2,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,CIUDADANÍA Y CONFLICTOS  AMBIENTALES,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ASIGNATURA ELECTIVA 3,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ASIGNATURA ELECTIVA 4,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE BASQUETBOL II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE MUSICA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE CANTO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE IMPRO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE BAILE LATINO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,CURSO TALLER   FORMULACIÓN DE PERFILES  DE PROYECTOS DE   INTERVENCIÓN SOCIAL,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,CURSO TALLER   CIUDADANÍA AMBIENTAL Y  DESARROLLO SOSTENIBLE,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE TEATRO PRE ELENCO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE AERÓBICOS Y  BAILE MODERNO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE BASQUETBOL I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,KARATE DO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,KARATE DO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE VOLEIBOL I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE TAEKWONDO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE ORATORIA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE ORATORIA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE TEATRO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE IMPRO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE BAILE LATINO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE RONDALLA   FEMENINA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,APRECIACIÓN DE CINE I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE AEROBICOS Y  BAILE MODERNO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE PERSONAL   TRAINING I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE VOLEIBOL II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE DANZA DE LA  COSTA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE DANZA DE LA  COSTA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE CANTO I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE MARINERA   NORTEÑA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE MARINERA   NORTEÑA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE PERSONAL   TRAINING II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE KUNG-FU II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,"TALLER DE CLOW, IMPRO Y  TEATRO I",GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE TAEKWONDO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE TEATRO II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE MUSICA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE DANZAS DE LA  SIERRA Y SELVA I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE DANZAS DE LA  SIERRA Y SELVA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE FUTSAL I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE FUTSAL II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE KUNG-FU I,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TALLER DE RONDALLA   FEMENINA II,GENERAL,PRESENCIAL,OBLIGATORIO,,1,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,SMART ENERGIA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0779,HIDROGEOLOGIA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0783,AREAS PROTEGIDAS Y   ESTRATEGIAS   COMPLEMENTARIAS DE  CONSERVACION,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,C0751,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0786,TOPICOS AVANZADOS EN  PLANIFICACION AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
C0781,POTABILIZACION Y   TRANSPORTE DE AGUA,DE ESPECIALIDAD,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,HIDROGEOLOGIA,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ZONAS HUMEDAS,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,FITOREMEDIACION: USO Y  OPTIMIZACION GENETICA,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,BIOENERGIA RENOVABLE,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TOPICOS AVANZADOS EN  INGENIERIA AMBIENTAL,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TOPICOS AVANZADOS EN  PRESERVACION DEL   AMBIENTE,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,CAMBIO CLIMATICO:   ECOSYSTEM ADAPPTATION,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,"DISEÑO E IMPLEMENTACION  DE ESTUDIOS DE LINEA  BASE Y EVALUACIONES DE  IMPACTO AMBIENTAL,   SOCIAL Y SALUD",ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,ECO-EFICIENCIA Y   PROCESOS MAS LIMPIOS,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,"DISEÑO, IMPLEMENTACION  Y SEGUIMIENTO A PLANES  DE MITIGACION DE   IMPACTOS AMBIENTALES,  SOCIALES Y DE SALUD",ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TOPICOS AVANZADOS EN  GESTION INTEGRAL DEL  AGUA,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,REMEDIACION DE SUELOS  CONTAMINADOS,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,TRATAMIENTO DE   EFLUENTES GASEOSOS,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
,IMPLEMENTACION DE   EVALUACIONES DE RIESGOS  A LA SALUD,ESPECÍFICO,PRESENCIAL,ELECTIVA,,3,Ingeniería Ambiental,2020,ambiental_malla_2020.md
