codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C8274,PROGRAMACIÓN  ORIENTADA A  OBJETOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8916,BASES DE DATOS II,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8912,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8917,ESTRUCTURAS  DISCRETAS II,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2025,informatica_malla_2025.md
G0040,INGLES 4,GENERAL,NO PRESENCIAL,OBLIGATORIO,G0039,2,Ingeniería Informática,2025,informatica_malla_2025.md
C8940,ACTIVIDAD COMPLEMENTARIA IV,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Informática,2025,informatica_malla_2025.md
C0503,ESTADÍSTICA Y  PROBABILIDADES PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8285,HUMAN-CENTERED DESIGN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8918,PROGRAMACIÓN PARA CIENCIA DE DATOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8912,3,Ingeniería Informática,2025,informatica_malla_2025.md
C0359,SISTEMAS DE  INFORMACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8912,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8279,SISTEMAS  OPERATIVOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8915,4,Ingeniería Informática,2025,informatica_malla_2025.md
C7328,PROYECTO INTEGRADOR,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2025,informatica_malla_2025.md
C8919,MACHINE  LEARNING,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8278,ANÁLISIS Y DISEÑO DE ALGORITMOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8278,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8920,NETWORKING &  CLOUD COMPUTING,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8921,INGENIERÍA DE  SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C1628,DESARROLLO  PROFESIONAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C7328,2,Ingeniería Informática,2025,informatica_malla_2025.md
C8284,CRIPTOGRAFÍA Y  SEGURIDAD  INFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8278,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8922,OPTIMIZATION FORMACHINE  LEARNING,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8923,VISUALIZACIÓN DE DATOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8285,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8924,TECNOLOGÍAS DE LA INFORMACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8925,ARQUITECTURA DE SOFTWARE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8926,"COMPUTACIÓN  PARALELA,  CONCURRENTE Y  DISTRIBUIDA",DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Informática,2025,informatica_malla_2025.md
C8927,ENTREPRENEURSHIP AND INNOVATION,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C7328,2,Ingeniería Informática,2025,informatica_malla_2025.md
C8928,INGENIERÍA DE  REQUERIMIENTOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2025,informatica_malla_2025.md
C8929,ARTIFICIAL  INTELLIGENCE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8930,GESTIÓN DE  PROYECTOS DE TI,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8931,DESARROLLO DE  SISTEMAS WEB,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8932,DESARROLLO DE  SISTEMAS MÓVILES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8445,ASIGNATURA  ELECTIVA I,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8446,ASIGNATURA  ELECTIVA II,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8933,INFORMATICS  CAPSTONE PROJECT,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C8927,5,Ingeniería Informática,2025,informatica_malla_2025.md
C8934,EXPERIENCIA EN INGENIERÍA  INFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,2,Ingeniería Informática,2025,informatica_malla_2025.md
C8935,PROYECTO DE TESIS EN INGENIERÍA  INFORMÁTICA,DE ESPECIALIDAD,SEMIPRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2025,informatica_malla_2025.md
C8936,IMPLEMENTACIÓN DE PROYECTOS DE TI,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C7337,ASIGNATURA  ELECTIVA III,DE ESPECIALIDAD,SEMIPRESENCIAL,ELECTIVO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C7774,TRABAJO DE  INVESTIGACIÓN,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Informática,2025,informatica_malla_2025.md
C8941,DERECHO Y ÉTICAEN LA  INFORMÁTICA,DE ESPECIALIDAD,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8942,TÓPICOS AVANZADOS DE  SEGURIDAD  INFORMÁTICA,DE ESPECIALIDAD,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8458,ASIGNATURA  ELECTIVA IV,DE ESPECIALIDAD,NO PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8295,VISIÓNCOMPUTACIONAL,DE ESPECIALIDAD,PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8296,NATURAL LANGUAGE  PROCESSING,DE ESPECIALIDAD,PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8300,BIOINFORMÁTICA,DE ESPECIALIDAD,PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8303,TÓPICOS AVANZADOS DE SISTEMAS DE INFORMACIÓN,DE ESPECIALIDAD,PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8297,APRENDIZAJE POR REFUERZO,DE ESPECIALIDAD,PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8948,TÓPICOS AVANZADOS EN INTELIGENCIA ARTIFICIAL,DE ESPECIALIDAD,SEMIPRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8949,CALIDAD DE SOFTWARE,DE ESPECIALIDAD,SEMIPRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
C8950,TÓPICOS AVANZADOS EN INGENIERÍA INFORMÁTICA,DE ESPECIALIDAD,NO PRESENCIAL,ELECTIV0,,3,Ingeniería Informática,2025,informatica_malla_2025.md
