codigo,nombre,tipo_estudio,modalidad,tipo_asignatura,prerrequisito,creditos_total,carrera,cohorte,archivo
C1324,FUNDAMENTOS DE DISEÑO,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8190,BIOLOGÍA PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0096,FISICOQUÍMICA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0741,CÁLCULO VECTORIAL PARA   INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0739,GEOLOGÍA Y EDAFOLOGÍA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
G0040,INGLES 4,GENERAL,NO PRESENCIAL,OBLIGATORIO,G0039,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8433,ACTIVIDAD COMPLEMENTARIA IV,GENERAL,PRESENCIAL,ELECTIVO,,1,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C7324,ECONOMÍA GENERAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8251,FUNDAMENTOS DE QUÍMICA  ANALÍTICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1623,PROGRAMACIÓN AVANZADA,ESPECÍFICO,NO PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0503,ESTADÍSTICA Y PROBABILIDADES  PARA INGENIERÍA,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0751,ECOLOGÍA Y BIODIVERSIDAD,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C7328,PROYECTO INTEGRADOR,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0749,MECÁNICA DE FLUIDOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C6036,TERMODINÁMICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8951,QUÍMICA Y FÍSICA AMBIENTALES,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1625,CARTOGRAFÍA Y SISTEMAS DE  INFORMACIÓN GEOGRÁFICA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1626,ECOTOXICOLOGÍA,DE ESPECIALIDAD,SEMI  PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1624,DERECHO Y FISCALIZACIÓN   AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1628,DESARROLLO PROFESIONAL,ESPECÍFICO,PRESENCIAL,OBLIGATORIO,C7328,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1362,METEOROLOGÍA Y CLIMATOLOGÍA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0764,MONITOREO AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0752,PRINCIPIOS GENERALES DE   BIOTECNOLOGÍA APLICADA AL  MEDIO AMBIENTE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,4,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0602,HIDROLOGÍA,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8445,ASIGNATURA ELECTIVA I,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8446,ASIGNATURA ELECTIVA II,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0769,GESTIÓN DE CUENCAS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1583,ÉTICA PROFESIONAL Y   RESPONSABILIDAD SOCIAL,ESPECÍFICO,SEMI  PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1629,SOLID WASTE MANAGEMENT,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C1624,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1630,PROYECTO DE TESIS EN INGENIERÍA  AMBIENTAL,DE ESPECIALIDAD,SEMI-PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1631,ENVIRONMENTAL CAPSTONE PROJECT,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C6034,MODELAMIENTO AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8453,ASIGNATURA ELECTIVA III,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1633,EXPERIENCIA VIVENCIAL EN  INGENIERÍA AMBIENTAL,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C1628,2,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1634,TRABAJO DE INVESTIGACIÓN,DE ESPECIALIDAD,SEMI  PRESENCIAL,OBLIGATORIO,,5,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1635,EVALUACIÓN DE IMPACTO   AMBIENTAL,DE ESPECIALIDAD,SEMI  PRESENCIAL,OBLIGATORIO,C0764,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C8458,ASIGNATURA ELECTIVA IV,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C0770,SERVICIOS ECOSISTÉMICOS,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1636,DESARROLLO SOSTENIBLE,DE ESPECIALIDAD,PRESENCIAL,OBLIGATORIO,C1624,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1638,MITIGACIÓN DE LA   CONTAMINACIÓN DEL AIRE,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1639,GESTIÓN AMBIENTAL ISO 14001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1640,REMEDIACIÓN DE AGUAS Y  SUELOS CONTAMINADOS,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1641,INTERPRETACIÓN DE LA NORMA  ISO 45001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
C1642,AUDITORÍAS ISO 45001,DE ESPECIALIDAD,PRESENCIAL,ELECTIVO,,3,Ingeniería Ambiental,2024,ambiental_malla_2024.md
