ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2023_101,Ingeniería Ambiental,2023,1,11.9,7,20,14,0
ING2023_102,Ingeniería Ambiental,2023,2,11.3,21,72,13,0
ING2023_103,Ingeniería Ambiental,2023,7,16.6,74,226,12,0
ING2023_104,Ingeniería Ambiental,2023,2,12.3,21,72,7,0
ING2023_105,Ingeniería Ambiental,2023,7,15.1,75,228,16,0
ING2023_106,Ingeniería Ambiental,2023,6,14.0,64,210,7,0
ING2023_107,Ingeniería Ambiental,2023,1,11.1,9,26,10,0
ING2023_108,Ingeniería Ambiental,2023,2,11.9,20,70,14,0
ING2023_109,Ingeniería Ambiental,2023,5,14.1,54,175,10,1
ING2023_110,Ingeniería Ambiental,2023,3,12.6,29,98,21,0
ING2023_111,Ingeniería Ambiental,2023,3,11.7,30,102,20,0
ING2023_112,Ingeniería Ambiental,2023,3,13.7,32,108,8,0
ING2023_113,Ingeniería Ambiental,2023,4,14.5,43,146,11,0
ING2023_114,Ingeniería Ambiental,2023,3,12.6,32,108,11,1
ING2023_115,Ingeniería Ambiental,2023,10,17.8,108,261,14,0
ING2023_116,Ingeniería Ambiental,2023,7,15.3,74,225,13,0
ING2023_117,Ingeniería Ambiental,2023,4,14.1,43,146,8,1
ING2023_118,Ingeniería Ambiental,2023,2,10.9,19,63,16,1
ING2023_119,Ingeniería Ambiental,2023,7,15.1,75,228,12,0
ING2023_120,Ingeniería Ambiental,2023,4,13.3,41,141,20,1
ING2023_121,Ingeniería Ambiental,2023,6,14.0,64,210,5,0
ING2023_122,Ingeniería Ambiental,2023,6,15.3,64,210,8,0
ING2023_123,Ingeniería Ambiental,2023,7,14.8,75,228,9,0
ING2023_124,Ingeniería Ambiental,2023,3,11.7,27,92,34,0
ING2023_125,Ingeniería Ambiental,2023,2,11.5,18,62,19,0
ING2023_126,Ingeniería Ambiental,2023,10,18.0,108,261,15,0
ING2023_127,Ingeniería Ambiental,2023,4,14.5,43,146,4,1
ING2023_128,Ingeniería Ambiental,2023,3,13.1,32,108,6,0
ING2023_129,Ingeniería Ambiental,2023,5,13.5,54,175,17,0
ING2023_130,Ingeniería Ambiental,2023,6,15.8,64,210,10,0
ING2023_131,Ingeniería Ambiental,2023,8,16.6,85,236,21,0
ING2023_132,Ingeniería Ambiental,2023,5,13.3,52,169,19,0
ING2023_133,Ingeniería Ambiental,2023,7,15.6,75,228,13,0
ING2023_134,Ingeniería Ambiental,2023,3,13.1,31,106,10,0
ING2023_135,Ingeniería Ambiental,2023,6,14.8,62,203,17,0
ING2023_136,Ingeniería Ambiental,2023,4,13.4,42,142,14,0
ING2023_137,Ingeniería Ambiental,2023,5,13.6,53,172,24,1
ING2023_138,Ingeniería Ambiental,2023,3,13.2,30,102,12,0
ING2023_139,Ingeniería Ambiental,2023,5,14.0,54,175,6,0
ING2023_140,Ingeniería Ambiental,2023,7,14.8,75,228,13,0
ING2023_141,Ingeniería Ambiental,2023,7,14.9,74,227,14,0
ING2023_142,Ingeniería Ambiental,2023,6,14.0,64,210,9,0
ING2023_143,Ingeniería Ambiental,2023,5,14.3,54,175,7,0
ING2023_144,Ingeniería Ambiental,2023,3,13.8,32,108,16,0
ING2023_145,Ingeniería Ambiental,2023,4,13.2,42,144,19,1
ING2023_146,Ingeniería Ambiental,2023,4,12.9,39,131,27,0
ING2023_147,Ingeniería Ambiental,2023,5,14.6,54,175,9,1
ING2023_148,Ingeniería Ambiental,2023,6,14.6,64,210,9,0
ING2023_149,Ingeniería Ambiental,2023,6,14.5,64,210,15,0
ING2023_150,Ingeniería Ambiental,2023,4,12.5,43,146,21,0
ING2023_151,Ingeniería Ambiental,2023,4,13.1,43,146,10,0
ING2023_152,Ingeniería Ambiental,2023,3,12.9,28,96,19,0
ING2023_153,Ingeniería Ambiental,2023,4,14.6,43,146,3,0
ING2023_154,Ingeniería Ambiental,2023,1,10.3,10,29,5,1
ING2023_155,Ingeniería Ambiental,2023,7,14.8,75,228,11,0
ING2023_156,Ingeniería Ambiental,2023,3,13.5,32,108,11,0
ING2023_157,Ingeniería Ambiental,2023,7,15.5,74,227,17,0
ING2023_158,Ingeniería Ambiental,2023,1,11.9,8,24,9,0
ING2023_159,Ingeniería Ambiental,2023,3,13.4,32,108,7,0
ING2023_160,Ingeniería Ambiental,2023,8,15.9,86,239,11,0
ING2023_161,Ingeniería Ambiental,2023,3,13.3,31,104,17,0
ING2023_162,Ingeniería Ambiental,2023,4,14.3,43,146,7,1
ING2023_163,Ingeniería Ambiental,2023,7,14.9,74,225,10,1
ING2023_164,Ingeniería Ambiental,2023,3,13.3,32,108,9,0
ING2023_165,Ingeniería Ambiental,2023,3,12.1,31,105,13,0
ING2023_166,Ingeniería Ambiental,2023,4,14.3,43,146,6,0
ING2023_167,Ingeniería Ambiental,2023,6,14.5,64,210,12,0
ING2023_168,Ingeniería Ambiental,2023,7,15.2,74,226,12,0
ING2023_169,Ingeniería Ambiental,2023,8,16.8,86,239,13,0
ING2023_170,Ingeniería Ambiental,2023,1,12.2,10,29,2,0
ING2023_171,Ingeniería Ambiental,2023,6,15.8,64,210,15,1
ING2023_172,Ingeniería Ambiental,2023,4,12.7,41,141,19,0
ING2023_173,Ingeniería Ambiental,2023,5,13.6,51,163,24,1
ING2023_174,Ingeniería Ambiental,2023,4,14.7,43,146,6,0
ING2023_175,Ingeniería Ambiental,2023,4,14.3,43,146,4,0
ING2023_176,Ingeniería Ambiental,2023,2,12.8,20,69,5,0
ING2023_177,Ingeniería Ambiental,2023,4,13.5,42,142,16,0
ING2023_178,Ingeniería Ambiental,2023,3,13.5,32,108,12,0
ING2023_179,Ingeniería Ambiental,2023,2,11.6,17,60,27,0
ING2023_180,Ingeniería Ambiental,2023,1,12.1,9,26,8,1
ING2023_181,Ingeniería Ambiental,2023,4,14.7,43,146,13,0
ING2023_182,Ingeniería Ambiental,2023,7,16.1,75,228,15,0
ING2023_183,Ingeniería Ambiental,2023,4,13.7,43,146,20,0
ING2023_184,Ingeniería Ambiental,2023,5,13.7,54,175,22,1
ING2023_185,Ingeniería Ambiental,2023,6,15.3,64,210,17,0
ING2023_186,Ingeniería Ambiental,2023,5,14.6,53,173,12,0
ING2023_187,Ingeniería Ambiental,2023,2,11.9,19,68,17,0
ING2023_188,Ingeniería Ambiental,2023,5,13.6,50,164,33,1
ING2023_189,Ingeniería Ambiental,2023,4,13.4,42,142,11,0
ING2023_190,Ingeniería Ambiental,2023,4,14.6,43,146,3,0
ING2023_191,Ingeniería Ambiental,2023,4,12.9,42,144,16,0
ING2023_192,Ingeniería Ambiental,2023,9,17.3,97,250,18,0
ING2023_193,Ingeniería Ambiental,2023,5,13.3,51,166,20,0
ING2023_194,Ingeniería Ambiental,2023,6,14.6,64,210,7,0
ING2023_195,Ingeniería Ambiental,2023,6,14.1,64,210,12,0
ING2023_196,Ingeniería Ambiental,2023,2,11.4,20,67,13,1
ING2023_197,Ingeniería Ambiental,2023,1,10.8,9,24,7,0
ING2023_198,Ingeniería Ambiental,2023,2,11.4,17,61,29,0
ING2023_199,Ingeniería Ambiental,2023,10,18.0,107,260,16,0
ING2023_200,Ingeniería Ambiental,2023,6,14.2,64,210,9,0
ING2023_201,Ingeniería Ambiental,2023,1,11.3,8,25,12,0
ING2023_202,Ingeniería Ambiental,2023,4,12.9,41,140,21,0
ING2023_203,Ingeniería Ambiental,2023,6,14.0,64,210,10,1
ING2023_204,Ingeniería Ambiental,2023,4,12.8,43,146,20,1
ING2023_205,Ingeniería Ambiental,2023,3,13.0,32,108,11,1
ING2023_206,Ingeniería Ambiental,2023,4,13.0,43,146,12,0
ING2023_207,Ingeniería Ambiental,2023,5,14.2,54,175,13,0
ING2023_208,Ingeniería Ambiental,2023,5,13.8,54,175,23,0
ING2023_209,Ingeniería Ambiental,2023,7,15.5,75,228,22,0
ING2023_210,Ingeniería Ambiental,2023,3,13.5,31,103,9,1
ING2023_211,Ingeniería Ambiental,2023,5,14.5,54,175,10,0
ING2023_212,Ingeniería Ambiental,2023,1,12.1,8,24,9,0
ING2023_213,Ingeniería Ambiental,2023,4,14.2,43,146,5,0
ING2023_214,Ingeniería Ambiental,2023,1,12.2,10,29,5,1
ING2023_215,Ingeniería Ambiental,2023,6,14.2,64,210,14,0
ING2023_216,Ingeniería Ambiental,2023,10,17.6,108,261,9,0
ING2023_217,Ingeniería Ambiental,2023,3,13.0,29,100,16,1
ING2023_218,Ingeniería Ambiental,2023,3,13.2,32,108,11,0
ING2023_219,Ingeniería Ambiental,2023,3,12.7,32,108,12,0
ING2023_220,Ingeniería Ambiental,2023,5,14.1,53,172,12,0
ING2023_221,Ingeniería Ambiental,2023,3,13.9,30,103,14,0
ING2023_222,Ingeniería Ambiental,2023,3,13.1,31,105,14,0
ING2023_223,Ingeniería Ambiental,2023,6,16.3,64,210,8,0
ING2023_224,Ingeniería Ambiental,2023,5,14.3,54,175,16,1
ING2023_225,Ingeniería Ambiental,2023,4,13.6,41,138,18,0
ING2023_226,Ingeniería Ambiental,2023,2,12.8,20,69,7,0
ING2023_227,Ingeniería Ambiental,2023,7,15.6,74,226,14,0
ING2023_228,Ingeniería Ambiental,2023,6,14.7,64,210,8,0
ING2023_229,Ingeniería Ambiental,2023,5,14.9,54,175,14,0
ING2023_230,Ingeniería Ambiental,2023,7,16.5,74,226,16,0
ING2023_231,Ingeniería Ambiental,2023,4,12.6,42,143,17,1
ING2023_232,Ingeniería Ambiental,2023,3,12.8,32,108,9,0
ING2023_233,Ingeniería Ambiental,2023,4,13.2,41,142,23,0
ING2023_234,Ingeniería Ambiental,2023,1,10.0,6,19,20,0
ING2023_235,Ingeniería Ambiental,2023,9,17.8,97,250,13,0
ING2023_236,Ingeniería Ambiental,2023,4,14.4,43,146,5,0
ING2023_237,Ingeniería Ambiental,2023,8,15.7,86,239,15,0
ING2023_238,Ingeniería Ambiental,2023,6,14.6,64,210,13,0
ING2023_239,Ingeniería Ambiental,2023,2,12.8,20,70,6,0
ING2023_240,Ingeniería Ambiental,2023,5,15.3,54,175,7,0
ING2023_241,Ingeniería Ambiental,2023,6,14.4,64,210,9,0
ING2023_242,Ingeniería Ambiental,2023,3,12.5,30,100,11,0
ING2023_243,Ingeniería Ambiental,2023,4,14.0,43,146,4,0
ING2023_244,Ingeniería Ambiental,2023,4,13.2,41,142,21,0
ING2023_245,Ingeniería Ambiental,2023,5,13.5,51,164,26,1
ING2023_246,Ingeniería Ambiental,2023,5,14.0,53,172,12,0
ING2023_247,Ingeniería Ambiental,2023,4,14.0,43,146,5,0
ING2023_248,Ingeniería Ambiental,2023,6,14.1,64,210,11,0
ING2023_249,Ingeniería Ambiental,2023,1,10.0,9,24,5,1
ING2023_250,Ingeniería Ambiental,2023,4,14.6,42,141,11,0
ING2023_251,Ingeniería Ambiental,2023,3,13.6,32,108,17,0
ING2023_252,Ingeniería Ambiental,2023,1,11.0,8,25,15,0
ING2023_253,Ingeniería Ambiental,2023,1,11.4,10,29,6,1
ING2023_254,Ingeniería Ambiental,2023,4,14.2,43,146,5,0
ING2023_255,Ingeniería Ambiental,2023,4,13.8,42,144,22,0
ING2023_256,Ingeniería Ambiental,2023,2,12.6,21,72,2,0
ING2023_257,Ingeniería Ambiental,2023,5,14.1,54,175,12,0
ING2023_258,Ingeniería Ambiental,2023,9,17.4,97,250,12,0
ING2023_259,Ingeniería Ambiental,2023,5,15.4,54,175,12,0
ING2023_260,Ingeniería Ambiental,2023,6,14.1,64,210,16,0
ING2023_261,Ingeniería Ambiental,2023,1,12.3,10,29,4,0
ING2023_262,Ingeniería Ambiental,2023,7,15.7,75,228,12,0
ING2023_263,Ingeniería Ambiental,2023,7,15.4,75,228,13,0
ING2023_264,Ingeniería Ambiental,2023,5,13.7,53,170,17,0
ING2023_265,Ingeniería Ambiental,2023,6,14.1,64,210,8,0
ING2023_266,Ingeniería Ambiental,2023,5,14.3,53,172,11,0
ING2023_267,Ingeniería Ambiental,2023,6,15.2,64,210,3,0
ING2023_268,Ingeniería Ambiental,2023,9,16.8,97,250,13,0
ING2023_269,Ingeniería Ambiental,2023,2,12.4,20,69,13,0
ING2023_270,Ingeniería Ambiental,2023,4,12.6,42,143,22,0
ING2023_271,Ingeniería Ambiental,2023,5,14.1,53,170,9,0
ING2023_272,Ingeniería Ambiental,2023,6,14.8,64,210,11,0
ING2023_273,Ingeniería Ambiental,2023,3,13.1,32,108,13,1
ING2023_274,Ingeniería Ambiental,2023,4,14.3,43,146,4,1
ING2023_275,Ingeniería Ambiental,2023,2,12.8,20,67,9,1
ING2023_276,Ingeniería Ambiental,2023,3,13.5,32,108,12,0
ING2023_277,Ingeniería Ambiental,2023,3,13.3,32,108,8,1
ING2023_278,Ingeniería Ambiental,2023,7,15.7,75,228,10,0
ING2023_279,Ingeniería Ambiental,2023,6,14.8,64,210,7,0
ING2023_280,Ingeniería Ambiental,2023,6,14.1,64,210,19,0
ING2023_281,Ingeniería Ambiental,2023,2,13.1,20,68,10,1
ING2023_282,Ingeniería Ambiental,2023,3,13.4,32,108,7,0
ING2023_283,Ingeniería Ambiental,2023,6,15.6,64,210,12,0
ING2023_284,Ingeniería Ambiental,2023,2,12.3,21,72,14,0
ING2023_285,Ingeniería Ambiental,2023,7,15.0,74,225,12,0
ING2023_286,Ingeniería Ambiental,2023,3,13.1,32,108,14,0
ING2023_287,Ingeniería Ambiental,2023,3,12.8,31,105,12,1
ING2023_288,Ingeniería Ambiental,2023,6,16.2,64,210,11,0
ING2023_289,Ingeniería Ambiental,2023,7,16.1,75,228,12,0
ING2023_290,Ingeniería Ambiental,2023,4,13.1,42,142,22,1
ING2023_291,Ingeniería Ambiental,2023,9,16.9,95,242,19,0
ING2023_292,Ingeniería Ambiental,2023,4,13.1,41,136,23,0
ING2023_293,Ingeniería Ambiental,2023,10,17.4,108,261,11,0
ING2023_294,Ingeniería Ambiental,2023,4,12.4,41,139,13,0
ING2023_295,Ingeniería Ambiental,2023,6,14.4,64,210,9,0
ING2023_296,Ingeniería Ambiental,2023,4,13.9,42,144,20,0
ING2023_297,Ingeniería Ambiental,2023,6,15.2,64,210,8,0
ING2023_298,Ingeniería Ambiental,2023,2,12.3,21,72,9,0
ING2023_299,Ingeniería Ambiental,2023,5,14.8,54,175,9,0
ING2023_300,Ingeniería Ambiental,2023,3,13.1,31,104,13,0
ING2023_301,Ingeniería Ambiental,2023,9,16.7,97,250,25,1
ING2023_302,Ingeniería Ambiental,2023,8,15.6,85,238,15,0
ING2023_303,Ingeniería Ambiental,2023,6,15.5,64,210,5,0
ING2023_304,Ingeniería Ambiental,2023,6,16.2,64,210,14,0
ING2023_305,Ingeniería Ambiental,2023,6,14.3,64,210,11,0
ING2023_306,Ingeniería Ambiental,2023,2,11.8,17,59,24,0
ING2023_307,Ingeniería Ambiental,2023,5,14.0,54,175,8,0
ING2023_308,Ingeniería Ambiental,2023,3,12.9,32,108,12,0
ING2023_309,Ingeniería Ambiental,2023,4,13.3,41,141,21,1
ING2023_310,Ingeniería Ambiental,2023,2,12.3,21,72,9,0
ING2023_311,Ingeniería Ambiental,2023,6,15.0,64,210,12,0
ING2023_312,Ingeniería Ambiental,2023,6,15.5,64,210,6,0
ING2023_313,Ingeniería Ambiental,2023,4,13.1,42,143,13,0
ING2023_314,Ingeniería Ambiental,2023,6,14.7,64,210,12,0
ING2023_315,Ingeniería Ambiental,2023,6,15.1,64,210,17,0
ING2023_316,Ingeniería Ambiental,2023,2,12.9,21,72,10,0
ING2023_317,Ingeniería Ambiental,2023,2,12.3,21,72,6,0
ING2023_318,Ingeniería Ambiental,2023,6,14.8,64,210,10,0
ING2023_319,Ingeniería Ambiental,2023,2,12.2,21,72,8,0
ING2023_320,Ingeniería Ambiental,2023,5,13.9,53,173,20,0
ING2023_321,Ingeniería Ambiental,2023,5,14.3,54,175,9,0
ING2023_322,Ingeniería Ambiental,2023,4,13.4,43,146,21,0
ING2023_323,Ingeniería Ambiental,2023,4,14.7,43,146,8,0
ING2023_324,Ingeniería Ambiental,2023,2,13.1,21,72,6,0
ING2023_325,Ingeniería Ambiental,2023,7,16.3,75,228,16,0
ING2023_326,Ingeniería Ambiental,2023,6,14.2,62,203,21,0
ING2023_327,Ingeniería Ambiental,2023,3,11.9,28,96,27,0
ING2023_328,Ingeniería Ambiental,2023,3,13.2,31,105,13,0
ING2023_329,Ingeniería Ambiental,2023,5,14.9,54,175,9,0
ING2023_330,Ingeniería Ambiental,2023,7,17.0,75,228,16,0
ING2023_331,Ingeniería Ambiental,2023,3,13.1,32,108,15,0
ING2023_332,Ingeniería Ambiental,2023,3,11.7,28,97,27,0
ING2023_333,Ingeniería Ambiental,2023,6,16.2,63,205,16,0
ING2023_334,Ingeniería Ambiental,2023,3,13.9,29,96,20,0
ING2023_335,Ingeniería Ambiental,2023,1,11.5,9,27,8,1
ING2023_336,Ingeniería Ambiental,2023,3,12.7,32,108,12,0
ING2023_337,Ingeniería Ambiental,2023,6,14.3,63,207,15,0
ING2023_338,Ingeniería Ambiental,2023,6,14.0,64,210,11,0
ING2023_339,Ingeniería Ambiental,2023,1,10.0,9,27,8,0
ING2023_340,Ingeniería Ambiental,2023,2,13.1,21,72,8,0
ING2023_341,Ingeniería Ambiental,2023,5,14.5,54,175,10,0
ING2023_342,Ingeniería Ambiental,2023,6,14.3,63,207,15,0
ING2023_343,Ingeniería Ambiental,2023,7,15.9,75,228,11,1
ING2023_344,Ingeniería Ambiental,2023,4,12.6,42,144,23,0
ING2023_345,Ingeniería Ambiental,2023,5,14.1,54,175,8,1
ING2023_346,Ingeniería Ambiental,2023,5,14.2,54,175,7,0
ING2023_347,Ingeniería Ambiental,2023,3,13.8,28,93,23,0
ING2023_348,Ingeniería Ambiental,2023,6,14.2,64,210,9,0
ING2023_349,Ingeniería Ambiental,2023,6,14.6,64,210,14,0
ING2023_350,Ingeniería Ambiental,2023,4,14.2,42,144,15,0
ING2023_351,Ingeniería Ambiental,2023,5,15.0,54,175,10,0
ING2023_352,Ingeniería Ambiental,2023,8,15.7,85,237,11,0
ING2023_353,Ingeniería Ambiental,2023,7,15.1,75,228,13,0
ING2023_354,Ingeniería Ambiental,2023,8,15.7,86,239,11,0
ING2023_355,Ingeniería Ambiental,2023,6,14.2,64,210,14,0
ING2023_356,Ingeniería Ambiental,2023,2,13.2,20,68,11,1
ING2023_357,Ingeniería Ambiental,2023,4,12.8,42,144,16,0
ING2023_358,Ingeniería Ambiental,2023,2,13.2,20,67,10,0
ING2023_359,Ingeniería Ambiental,2023,8,17.3,86,239,15,0
ING2023_360,Ingeniería Ambiental,2023,4,12.8,41,140,26,1
ING2023_361,Ingeniería Ambiental,2023,5,14.3,54,175,5,0
ING2023_362,Ingeniería Ambiental,2023,10,18.0,108,261,17,0
ING2023_363,Ingeniería Ambiental,2023,7,15.1,75,228,18,0
ING2023_364,Ingeniería Ambiental,2023,6,15.7,64,210,6,0
ING2023_365,Ingeniería Ambiental,2023,1,10.0,9,26,8,0
ING2023_366,Ingeniería Ambiental,2023,7,14.9,75,228,14,0
ING2023_367,Ingeniería Ambiental,2023,6,14.1,64,210,11,0
ING2023_368,Ingeniería Ambiental,2023,6,14.4,64,210,10,0
ING2023_369,Ingeniería Ambiental,2023,3,12.7,31,103,17,1
ING2023_370,Ingeniería Ambiental,2023,6,16.2,64,210,14,0
ING2023_371,Ingeniería Ambiental,2023,6,14.9,64,210,4,0
ING2023_372,Ingeniería Ambiental,2023,8,16.1,85,238,22,0
ING2023_373,Ingeniería Ambiental,2023,3,13.7,31,106,14,0
ING2023_374,Ingeniería Ambiental,2023,4,12.8,42,143,19,0
ING2023_375,Ingeniería Ambiental,2023,5,13.7,54,175,18,0
ING2023_376,Ingeniería Ambiental,2023,5,14.8,54,175,9,0
ING2023_377,Ingeniería Ambiental,2023,4,12.9,42,144,25,1
ING2023_378,Ingeniería Ambiental,2023,3,13.4,30,98,15,0
ING2023_379,Ingeniería Ambiental,2023,3,11.8,23,76,45,0
ING2023_380,Ingeniería Ambiental,2023,3,12.7,31,105,16,0
ING2023_381,Ingeniería Ambiental,2023,8,17.4,86,239,15,0
ING2023_382,Ingeniería Ambiental,2023,6,14.2,64,210,7,0
ING2023_383,Ingeniería Ambiental,2023,7,14.8,75,228,15,0
ING2023_384,Ingeniería Ambiental,2023,6,15.0,63,207,12,0
ING2023_385,Ingeniería Ambiental,2023,7,16.0,75,228,9,0
