ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2022_034,Ingeniería Ambiental,2022,5,14.4,31,111,1,1
ING2022_035,Ingeniería Ambiental,2022,6,14.3,37,130,4,0
ING2022_036,Ingeniería Ambiental,2022,4,13.5,24,89,7,0
ING2022_037,Ingeniería Ambiental,2022,4,13.8,25,91,2,1
ING2022_038,Ingeniería Ambiental,2022,6,14.2,37,130,4,0
ING2022_039,Ingeniería Ambiental,2022,5,15.0,31,111,7,0
ING2022_040,Ingeniería Ambiental,2022,2,12.6,11,43,5,1
ING2022_041,Ingeniería Ambiental,2022,4,12.9,25,91,11,0
ING2022_042,Ingeniería Ambiental,2022,6,15.0,37,130,2,0
ING2022_043,Ingeniería Ambiental,2022,2,11.5,9,34,14,0
ING2022_044,Ingeniería Ambiental,2022,4,12.9,25,91,8,0
ING2022_045,Ingeniería Ambiental,2022,1,11.2,6,23,2,0
ING2022_046,Ingeniería Ambiental,2022,3,12.5,18,65,7,0
ING2022_047,Ingeniería Ambiental,2022,5,15.3,31,111,7,1
ING2022_048,Ingeniería Ambiental,2022,9,16.9,56,195,10,0
ING2022_049,Ingeniería Ambiental,2022,6,14.3,37,130,7,0
ING2022_050,Ingeniería Ambiental,2022,5,13.3,29,105,21,0
ING2022_051,Ingeniería Ambiental,2022,8,15.8,50,175,12,0
ING2022_052,Ingeniería Ambiental,2022,6,15.1,37,130,9,0
ING2022_053,Ingeniería Ambiental,2022,6,15.0,37,130,5,0
ING2022_054,Ingeniería Ambiental,2022,2,12.4,11,41,9,0
ING2022_055,Ingeniería Ambiental,2022,6,15.3,37,130,5,0
ING2022_056,Ingeniería Ambiental,2022,7,16.3,44,153,6,1
ING2022_057,Ingeniería Ambiental,2022,4,14.3,25,91,6,0
ING2022_058,Ingeniería Ambiental,2022,8,15.9,50,175,6,1
ING2022_059,Ingeniería Ambiental,2022,7,16.4,44,153,11,0
ING2022_060,Ingeniería Ambiental,2022,4,12.9,24,86,10,0
ING2022_061,Ingeniería Ambiental,2022,5,13.5,30,108,19,0
ING2022_062,Ingeniería Ambiental,2022,6,14.2,36,127,13,0
ING2022_063,Ingeniería Ambiental,2022,5,14.7,31,111,4,1
ING2022_064,Ingeniería Ambiental,2022,6,15.6,36,127,12,0
ING2022_065,Ingeniería Ambiental,2022,7,15.0,44,153,6,0
ING2022_066,Ingeniería Ambiental,2022,5,13.9,30,108,9,0
ING2022_067,Ingeniería Ambiental,2022,5,14.1,31,111,7,0
ING2022_068,Ingeniería Ambiental,2022,2,12.5,11,41,6,1
ING2022_069,Ingeniería Ambiental,2022,4,13.0,25,91,5,0
ING2022_070,Ingeniería Ambiental,2022,6,14.2,37,130,5,0
ING2022_071,Ingeniería Ambiental,2022,4,14.7,25,91,2,0
ING2022_072,Ingeniería Ambiental,2022,7,15.3,44,153,7,0
ING2022_073,Ingeniería Ambiental,2022,3,13.9,17,62,6,0
ING2022_074,Ingeniería Ambiental,2022,4,13.6,24,88,13,0
ING2022_075,Ingeniería Ambiental,2022,1,11.4,5,20,5,1
ING2022_076,Ingeniería Ambiental,2022,4,14.0,25,91,4,1
ING2022_077,Ingeniería Ambiental,2022,2,13.2,12,45,2,0
ING2022_078,Ingeniería Ambiental,2022,4,12.5,25,91,9,0
ING2022_079,Ingeniería Ambiental,2022,2,13.2,12,45,4,0
ING2022_080,Ingeniería Ambiental,2022,5,14.9,31,111,7,0
ING2022_081,Ingeniería Ambiental,2022,7,16.3,44,153,6,0
ING2022_082,Ingeniería Ambiental,2022,3,12.2,16,57,13,0
ING2022_083,Ingeniería Ambiental,2022,5,14.4,30,108,6,0
ING2022_084,Ingeniería Ambiental,2022,2,12.9,12,45,5,0
ING2022_085,Ingeniería Ambiental,2022,5,14.6,31,111,5,0
ING2022_086,Ingeniería Ambiental,2022,6,14.1,37,130,4,0
ING2022_087,Ingeniería Ambiental,2022,6,14.1,36,127,12,0
ING2022_088,Ingeniería Ambiental,2022,6,14.9,36,127,17,0
ING2022_089,Ingeniería Ambiental,2022,2,13.0,12,45,6,0
ING2022_090,Ingeniería Ambiental,2022,7,16.7,44,153,7,0
ING2022_091,Ingeniería Ambiental,2022,4,12.5,24,86,14,0
ING2022_092,Ingeniería Ambiental,2022,5,13.8,30,108,15,0
ING2022_093,Ingeniería Ambiental,2022,4,13.6,25,91,6,0
ING2022_094,Ingeniería Ambiental,2022,5,15.5,31,111,3,0
ING2022_095,Ingeniería Ambiental,2022,3,11.7,15,53,14,1
ING2022_096,Ingeniería Ambiental,2022,4,13.2,24,88,10,0
ING2022_097,Ingeniería Ambiental,2022,1,11.7,5,20,6,0
ING2022_098,Ingeniería Ambiental,2022,4,13.8,24,88,15,1
ING2022_099,Ingeniería Ambiental,2022,4,13.3,25,91,5,0
ING2022_100,Ingeniería Ambiental,2022,2,11.6,11,40,9,0
ING2022_101,Ingeniería Ambiental,2022,5,13.6,30,106,21,0
ING2022_102,Ingeniería Ambiental,2022,4,14.6,24,86,5,1
ING2022_103,Ingeniería Ambiental,2022,6,14.3,37,130,7,0
ING2022_104,Ingeniería Ambiental,2022,8,16.0,50,175,10,0
ING2022_105,Ingeniería Ambiental,2022,1,11.8,6,23,5,0
ING2022_106,Ingeniería Ambiental,2022,5,15.3,31,111,4,0
ING2022_107,Ingeniería Ambiental,2022,4,14.7,25,91,3,0
ING2022_108,Ingeniería Ambiental,2022,7,16.1,44,153,7,0
ING2022_109,Ingeniería Ambiental,2022,1,10.0,5,18,9,0
ING2022_110,Ingeniería Ambiental,2022,6,14.4,37,130,6,0
ING2022_111,Ingeniería Ambiental,2022,3,13.1,18,65,10,0
ING2022_112,Ingeniería Ambiental,2022,4,13.5,24,87,10,0
ING2022_113,Ingeniería Ambiental,2022,7,15.2,44,153,7,0
ING2022_114,Ingeniería Ambiental,2022,5,15.2,31,111,4,0
ING2022_115,Ingeniería Ambiental,2022,5,14.0,31,111,2,0
ING2022_116,Ingeniería Ambiental,2022,5,14.0,31,111,6,0
ING2022_117,Ingeniería Ambiental,2022,6,15.1,37,130,5,0
ING2022_118,Ingeniería Ambiental,2022,2,12.5,12,45,7,0
ING2022_119,Ingeniería Ambiental,2022,5,14.3,31,111,3,0
ING2022_120,Ingeniería Ambiental,2022,1,11.6,3,12,12,1
ING2022_121,Ingeniería Ambiental,2022,9,17.1,56,195,10,0
ING2022_122,Ingeniería Ambiental,2022,4,13.4,25,91,7,0
ING2022_123,Ingeniería Ambiental,2022,3,12.1,17,61,8,0
ING2022_124,Ingeniería Ambiental,2022,4,13.1,25,91,13,0
ING2022_125,Ingeniería Ambiental,2022,5,13.9,31,111,9,1
ING2022_126,Ingeniería Ambiental,2022,5,13.4,30,106,10,0
ING2022_127,Ingeniería Ambiental,2022,2,11.7,10,37,12,0
ING2022_128,Ingeniería Ambiental,2022,2,11.6,12,45,8,1
ING2022_129,Ingeniería Ambiental,2022,5,14.3,31,111,3,1
ING2022_130,Ingeniería Ambiental,2022,5,13.5,30,106,14,0
ING2022_131,Ingeniería Ambiental,2022,5,13.4,31,111,17,0
ING2022_132,Ingeniería Ambiental,2022,3,13.9,18,65,11,1
ING2022_133,Ingeniería Ambiental,2022,6,16.0,37,130,4,0
ING2022_134,Ingeniería Ambiental,2022,2,12.9,12,45,7,0
ING2022_135,Ingeniería Ambiental,2022,6,15.6,37,130,11,0
ING2022_136,Ingeniería Ambiental,2022,8,16.0,50,175,10,0
ING2022_137,Ingeniería Ambiental,2022,2,12.7,12,45,7,0
ING2022_138,Ingeniería Ambiental,2022,1,11.3,5,18,5,1
ING2022_139,Ingeniería Ambiental,2022,1,10.5,6,23,5,1
ING2022_140,Ingeniería Ambiental,2022,3,13.9,18,65,5,0
ING2022_141,Ingeniería Ambiental,2022,4,14.6,25,91,7,0
ING2022_142,Ingeniería Ambiental,2022,7,14.9,44,153,2,0
ING2022_143,Ingeniería Ambiental,2022,5,15.0,31,111,6,0
ING2022_144,Ingeniería Ambiental,2022,8,15.6,50,175,10,0
ING2022_145,Ingeniería Ambiental,2022,4,13.3,25,91,8,0
ING2022_146,Ingeniería Ambiental,2022,7,14.8,44,153,5,0
ING2022_147,Ingeniería Ambiental,2022,5,13.4,29,105,17,1
ING2022_148,Ingeniería Ambiental,2022,5,14.4,31,111,7,0
ING2022_149,Ingeniería Ambiental,2022,6,16.2,37,130,5,0
ING2022_150,Ingeniería Ambiental,2022,2,12.5,12,45,4,0
ING2022_151,Ingeniería Ambiental,2022,3,12.1,18,65,2,0
ING2022_152,Ingeniería Ambiental,2022,6,14.2,37,130,5,1
ING2022_153,Ingeniería Ambiental,2022,9,18.0,54,187,17,0
ING2022_154,Ingeniería Ambiental,2022,3,13.5,18,65,6,1
ING2022_155,Ingeniería Ambiental,2022,8,15.9,49,172,20,0
ING2022_156,Ingeniería Ambiental,2022,3,13.1,18,65,10,1
ING2022_157,Ingeniería Ambiental,2022,5,14.3,31,111,5,0
ING2022_158,Ingeniería Ambiental,2022,4,12.8,25,91,11,0
ING2022_159,Ingeniería Ambiental,2022,5,13.8,30,107,11,1
ING2022_160,Ingeniería Ambiental,2022,9,17.4,56,195,13,0
ING2022_161,Ingeniería Ambiental,2022,5,14.9,31,111,1,0
ING2022_162,Ingeniería Ambiental,2022,5,14.0,31,111,1,0
ING2022_163,Ingeniería Ambiental,2022,2,12.0,10,38,10,1
ING2022_164,Ingeniería Ambiental,2022,7,16.0,44,153,6,0
ING2022_165,Ingeniería Ambiental,2022,3,12.6,18,65,7,1
ING2022_166,Ingeniería Ambiental,2022,3,13.7,18,65,2,0
ING2022_167,Ingeniería Ambiental,2022,4,13.7,25,91,13,0
ING2022_168,Ingeniería Ambiental,2022,4,13.5,25,91,11,1
ING2022_169,Ingeniería Ambiental,2022,3,13.7,18,65,4,0
ING2022_170,Ingeniería Ambiental,2022,6,15.9,37,130,11,0
ING2022_171,Ingeniería Ambiental,2022,9,17.4,56,195,8,0
ING2022_172,Ingeniería Ambiental,2022,3,13.2,18,65,7,0
ING2022_173,Ingeniería Ambiental,2022,2,12.8,11,40,8,0
ING2022_174,Ingeniería Ambiental,2022,6,14.0,37,130,4,0
ING2022_175,Ingeniería Ambiental,2022,3,13.2,17,62,10,1
ING2022_176,Ingeniería Ambiental,2022,10,17.2,63,212,14,0
ING2022_177,Ingeniería Ambiental,2022,5,14.0,31,111,4,0
ING2022_178,Ingeniería Ambiental,2022,1,11.2,5,18,6,0
ING2022_179,Ingeniería Ambiental,2022,4,13.6,25,91,6,0
ING2022_180,Ingeniería Ambiental,2022,7,16.4,44,153,8,0
ING2022_181,Ingeniería Ambiental,2022,5,14.1,31,111,10,0
ING2022_182,Ingeniería Ambiental,2022,2,11.4,11,43,7,0
ING2022_183,Ingeniería Ambiental,2022,4,14.3,25,91,5,0
ING2022_184,Ingeniería Ambiental,2022,3,12.1,18,65,6,0
ING2022_185,Ingeniería Ambiental,2022,5,14.6,31,111,7,0
ING2022_186,Ingeniería Ambiental,2022,3,13.8,18,65,4,0
ING2022_187,Ingeniería Ambiental,2022,7,15.9,44,153,7,0
ING2022_188,Ingeniería Ambiental,2022,8,16.9,50,175,7,0
ING2022_189,Ingeniería Ambiental,2022,3,11.7,15,53,19,0
ING2022_190,Ingeniería Ambiental,2022,3,12.5,15,55,14,0
ING2022_191,Ingeniería Ambiental,2022,5,14.1,31,111,7,0
ING2022_192,Ingeniería Ambiental,2022,5,13.4,30,108,14,0
ING2022_193,Ingeniería Ambiental,2022,6,14.4,36,127,10,1
ING2022_194,Ingeniería Ambiental,2022,5,14.5,31,111,3,0
ING2022_195,Ingeniería Ambiental,2022,3,12.2,18,65,2,0
ING2022_196,Ingeniería Ambiental,2022,6,16.0,37,130,4,0
ING2022_197,Ingeniería Ambiental,2022,3,13.8,18,65,6,0
ING2022_198,Ingeniería Ambiental,2022,6,14.5,37,130,9,0
ING2022_199,Ingeniería Ambiental,2022,3,12.7,18,65,8,1
ING2022_200,Ingeniería Ambiental,2022,6,14.3,37,130,3,0
ING2022_201,Ingeniería Ambiental,2022,3,13.3,18,65,2,0
ING2022_202,Ingeniería Ambiental,2022,5,13.3,30,108,10,0
ING2022_203,Ingeniería Ambiental,2022,6,14.2,37,130,8,0
ING2022_204,Ingeniería Ambiental,2022,7,14.8,44,153,11,0
ING2022_205,Ingeniería Ambiental,2022,4,13.8,24,87,10,0
ING2022_206,Ingeniería Ambiental,2022,5,14.6,31,111,3,0
ING2022_207,Ingeniería Ambiental,2022,6,14.1,37,130,7,0
ING2022_208,Ingeniería Ambiental,2022,4,12.9,24,86,14,0
ING2022_209,Ingeniería Ambiental,2022,5,13.8,31,111,17,0
ING2022_210,Ingeniería Ambiental,2022,1,11.0,6,23,5,0
ING2022_211,Ingeniería Ambiental,2022,1,11.0,6,23,5,1
ING2022_212,Ingeniería Ambiental,2022,3,11.8,15,53,17,0
ING2022_213,Ingeniería Ambiental,2022,4,12.7,24,89,13,0
ING2022_214,Ingeniería Ambiental,2022,1,12.3,6,23,2,0
ING2022_215,Ingeniería Ambiental,2022,8,16.5,49,170,11,0
ING2022_216,Ingeniería Ambiental,2022,6,14.4,37,130,6,0
ING2022_217,Ingeniería Ambiental,2022,8,16.3,50,175,6,0
ING2022_218,Ingeniería Ambiental,2022,8,15.9,50,175,12,0
ING2022_219,Ingeniería Ambiental,2022,7,16.1,44,153,3,0
ING2022_220,Ingeniería Ambiental,2022,5,14.9,31,111,3,0
ING2022_221,Ingeniería Ambiental,2022,4,13.5,25,91,8,1
ING2022_222,Ingeniería Ambiental,2022,3,12.5,17,62,10,0
ING2022_223,Ingeniería Ambiental,2022,3,12.3,17,62,7,0
ING2022_224,Ingeniería Ambiental,2022,1,10.6,6,23,1,0
ING2022_225,Ingeniería Ambiental,2022,5,13.6,31,111,10,0
ING2022_226,Ingeniería Ambiental,2022,2,13.1,12,45,3,0
ING2022_227,Ingeniería Ambiental,2022,4,13.4,24,86,12,0
ING2022_228,Ingeniería Ambiental,2022,6,15.4,37,130,3,0
ING2022_229,Ingeniería Ambiental,2022,4,14.3,25,91,5,0
ING2022_230,Ingeniería Ambiental,2022,7,14.8,44,153,8,0
ING2022_231,Ingeniería Ambiental,2022,7,14.9,44,153,13,0
ING2022_232,Ingeniería Ambiental,2022,5,14.4,31,111,6,1
ING2022_233,Ingeniería Ambiental,2022,2,13.0,12,45,3,0
ING2022_234,Ingeniería Ambiental,2022,7,14.9,44,153,10,0
ING2022_235,Ingeniería Ambiental,2022,4,13.8,24,86,10,0
ING2022_236,Ingeniería Ambiental,2022,5,15.3,31,111,4,0
ING2022_237,Ingeniería Ambiental,2022,7,16.0,44,153,10,0
ING2022_238,Ingeniería Ambiental,2022,4,13.5,24,88,14,0
ING2022_239,Ingeniería Ambiental,2022,3,13.0,17,61,7,0
ING2022_240,Ingeniería Ambiental,2022,1,10.6,5,18,8,0
ING2022_241,Ingeniería Ambiental,2022,6,14.3,37,130,8,0
ING2022_242,Ingeniería Ambiental,2022,1,10.8,5,21,6,0
ING2022_243,Ingeniería Ambiental,2022,2,12.7,12,45,1,0
ING2022_244,Ingeniería Ambiental,2022,5,14.8,31,111,3,0
ING2022_245,Ingeniería Ambiental,2022,5,14.0,30,108,6,0
ING2022_246,Ingeniería Ambiental,2022,5,13.9,31,111,12,0
ING2022_247,Ingeniería Ambiental,2022,7,15.2,43,151,7,0
ING2022_248,Ingeniería Ambiental,2022,3,12.2,18,65,5,1
ING2022_249,Ingeniería Ambiental,2022,8,16.0,50,175,3,0
ING2022_250,Ingeniería Ambiental,2022,2,11.3,10,37,9,1
ING2022_251,Ingeniería Ambiental,2022,3,12.1,18,65,6,0
ING2022_252,Ingeniería Ambiental,2022,1,10.0,6,23,6,0
ING2022_253,Ingeniería Ambiental,2022,6,15.8,37,130,10,0
ING2022_254,Ingeniería Ambiental,2022,5,14.5,31,111,8,1
ING2022_255,Ingeniería Ambiental,2022,4,12.7,23,83,13,0
ING2022_256,Ingeniería Ambiental,2022,2,12.6,11,40,7,0
ING2022_257,Ingeniería Ambiental,2022,1,11.6,6,23,2,1
ING2022_258,Ingeniería Ambiental,2022,2,11.3,9,34,14,1
ING2022_259,Ingeniería Ambiental,2022,3,12.6,17,60,7,0
ING2022_260,Ingeniería Ambiental,2022,6,15.0,37,130,6,0
ING2022_261,Ingeniería Ambiental,2022,5,13.7,30,108,22,0
ING2022_262,Ingeniería Ambiental,2022,6,14.2,37,130,4,0
ING2022_263,Ingeniería Ambiental,2022,4,14.6,25,91,4,0
ING2022_264,Ingeniería Ambiental,2022,5,14.3,31,111,5,0
ING2022_265,Ingeniería Ambiental,2022,6,15.1,37,130,18,0
ING2022_266,Ingeniería Ambiental,2022,4,14.6,24,88,7,0
ING2022_267,Ingeniería Ambiental,2022,4,12.8,24,88,10,0
ING2022_268,Ingeniería Ambiental,2022,5,15.4,30,107,4,0
ING2022_269,Ingeniería Ambiental,2022,4,13.6,23,81,11,0
ING2022_270,Ingeniería Ambiental,2022,4,13.1,24,88,15,1
ING2022_271,Ingeniería Ambiental,2022,10,18.0,63,212,3,0
ING2022_272,Ingeniería Ambiental,2022,5,13.3,30,106,17,0
ING2022_273,Ingeniería Ambiental,2022,4,13.9,23,84,21,1
ING2022_274,Ingeniería Ambiental,2022,9,16.8,56,195,6,0
ING2022_275,Ingeniería Ambiental,2022,2,12.7,12,45,4,1
ING2022_276,Ingeniería Ambiental,2022,4,14.1,25,91,3,0
ING2022_277,Ingeniería Ambiental,2022,3,12.9,18,65,5,1
ING2022_278,Ingeniería Ambiental,2022,5,14.8,31,111,4,0
ING2022_279,Ingeniería Ambiental,2022,1,12.1,6,23,2,1
ING2022_280,Ingeniería Ambiental,2022,5,15.3,31,111,3,0
ING2022_281,Ingeniería Ambiental,2022,8,16.2,50,175,10,0
ING2022_282,Ingeniería Ambiental,2022,4,12.4,23,83,12,0
ING2022_283,Ingeniería Ambiental,2022,7,16.5,44,153,7,0
ING2022_284,Ingeniería Ambiental,2022,4,13.5,24,88,11,0
ING2022_285,Ingeniería Ambiental,2022,6,14.1,36,127,11,0
ING2022_286,Ingeniería Ambiental,2022,6,14.7,37,130,2,0
ING2022_287,Ingeniería Ambiental,2022,6,16.3,37,130,3,1
ING2022_288,Ingeniería Ambiental,2022,8,15.7,50,175,5,0
ING2022_289,Ingeniería Ambiental,2022,5,14.3,31,111,2,0
ING2022_290,Ingeniería Ambiental,2022,10,17.4,63,212,7,0
ING2022_291,Ingeniería Ambiental,2022,5,14.3,31,111,4,0
ING2022_292,Ingeniería Ambiental,2022,3,13.9,18,65,8,1
ING2022_293,Ingeniería Ambiental,2022,5,14.2,31,111,3,0
ING2022_294,Ingeniería Ambiental,2022,4,13.9,24,88,10,0
ING2022_295,Ingeniería Ambiental,2022,4,13.1,24,86,14,0
ING2022_296,Ingeniería Ambiental,2022,8,17.1,50,175,5,0
ING2022_297,Ingeniería Ambiental,2022,6,15.6,37,130,8,0
ING2022_298,Ingeniería Ambiental,2022,5,14.7,30,108,7,0
ING2022_299,Ingeniería Ambiental,2022,6,14.6,37,130,9,0
ING2022_300,Ingeniería Ambiental,2022,2,11.2,11,42,12,0
ING2022_301,Ingeniería Ambiental,2022,4,12.6,24,88,6,0
ING2022_302,Ingeniería Ambiental,2022,3,13.4,18,65,8,0
ING2022_303,Ingeniería Ambiental,2022,1,11.9,4,15,7,0
ING2022_304,Ingeniería Ambiental,2022,2,13.0,11,41,9,0
ING2022_305,Ingeniería Ambiental,2022,7,16.0,44,153,9,0
ING2022_306,Ingeniería Ambiental,2022,3,12.0,16,60,12,1
ING2022_307,Ingeniería Ambiental,2022,5,14.3,31,111,4,0
ING2022_308,Ingeniería Ambiental,2022,3,12.9,18,65,9,0
ING2022_309,Ingeniería Ambiental,2022,5,13.8,30,109,8,0
ING2022_310,Ingeniería Ambiental,2022,1,11.0,5,20,8,1
ING2022_311,Ingeniería Ambiental,2022,4,13.2,25,91,5,0
ING2022_312,Ingeniería Ambiental,2022,7,15.9,44,153,4,0
ING2022_313,Ingeniería Ambiental,2022,1,10.9,6,23,3,1
ING2022_314,Ingeniería Ambiental,2022,4,13.0,25,91,7,0
ING2022_315,Ingeniería Ambiental,2022,4,13.9,24,89,11,0
ING2022_316,Ingeniería Ambiental,2022,7,17.1,44,153,5,0
ING2022_317,Ingeniería Ambiental,2022,7,14.9,42,145,13,1
ING2022_318,Ingeniería Ambiental,2022,3,13.3,17,60,10,0
ING2022_319,Ingeniería Ambiental,2022,6,15.0,37,130,7,0
ING2022_320,Ingeniería Ambiental,2022,8,16.2,50,175,8,0
ING2022_321,Ingeniería Ambiental,2022,1,11.5,5,20,6,0
ING2022_322,Ingeniería Ambiental,2022,4,14.1,25,91,7,0
ING2022_323,Ingeniería Ambiental,2022,4,14.4,25,91,7,1
ING2022_324,Ingeniería Ambiental,2022,4,13.6,24,88,10,0
ING2022_325,Ingeniería Ambiental,2022,6,15.4,37,130,4,1
ING2022_326,Ingeniería Ambiental,2022,6,14.1,37,130,11,1
ING2022_327,Ingeniería Ambiental,2022,6,15.9,37,130,7,0
ING2022_328,Ingeniería Ambiental,2022,6,16.0,37,130,3,0
ING2022_329,Ingeniería Ambiental,2022,3,13.3,18,65,7,0
ING2022_330,Ingeniería Ambiental,2022,5,15.1,31,111,2,0
ING2022_331,Ingeniería Ambiental,2022,1,11.2,5,21,5,1
ING2022_332,Ingeniería Ambiental,2022,5,14.7,31,111,5,1
ING2022_333,Ingeniería Ambiental,2022,4,14.7,25,91,6,0
ING2022_334,Ingeniería Ambiental,2022,6,15.8,37,130,7,0
ING2022_335,Ingeniería Ambiental,2022,3,12.4,17,62,7,0
ING2022_336,Ingeniería Ambiental,2022,3,13.1,18,65,10,1
ING2022_337,Ingeniería Ambiental,2022,5,14.0,31,111,4,1
ING2022_338,Ingeniería Ambiental,2022,3,13.1,17,61,6,1
ING2022_339,Ingeniería Ambiental,2022,2,11.6,11,42,14,1
ING2022_340,Ingeniería Ambiental,2022,8,16.0,50,175,8,0
ING2022_341,Ingeniería Ambiental,2022,6,14.2,37,130,4,0
ING2022_342,Ingeniería Ambiental,2022,5,14.6,31,111,11,0
ING2022_343,Ingeniería Ambiental,2022,5,15.4,30,108,7,0
ING2022_344,Ingeniería Ambiental,2022,1,11.3,6,23,5,0
ING2022_345,Ingeniería Ambiental,2022,2,13.2,12,45,2,0
ING2022_346,Ingeniería Ambiental,2022,3,13.8,18,65,2,0
ING2022_347,Ingeniería Ambiental,2022,6,15.2,37,130,5,0
ING2022_348,Ingeniería Ambiental,2022,5,14.0,31,111,5,1
ING2022_349,Ingeniería Ambiental,2022,3,13.9,17,62,10,0
ING2022_350,Ingeniería Ambiental,2022,5,14.6,31,111,5,0
ING2022_351,Ingeniería Ambiental,2022,7,16.4,43,150,14,0
ING2022_352,Ingeniería Ambiental,2022,6,14.2,37,130,3,0
ING2022_353,Ingeniería Ambiental,2022,3,13.9,17,62,7,0
ING2022_354,Ingeniería Ambiental,2022,2,12.1,12,45,5,0
ING2022_355,Ingeniería Ambiental,2022,6,15.3,37,130,7,0
ING2022_356,Ingeniería Ambiental,2022,7,15.9,44,153,4,0
ING2022_357,Ingeniería Ambiental,2022,2,13.2,11,41,7,1
ING2022_358,Ingeniería Ambiental,2022,6,16.3,37,130,10,0
ING2022_359,Ingeniería Ambiental,2022,9,17.4,56,195,9,1
ING2022_360,Ingeniería Ambiental,2022,3,13.1,18,65,2,0
ING2022_361,Ingeniería Ambiental,2022,7,15.4,44,153,10,0
ING2022_362,Ingeniería Ambiental,2022,4,14.0,25,91,0,1
ING2022_363,Ingeniería Ambiental,2022,4,13.6,24,86,10,0
ING2022_364,Ingeniería Ambiental,2022,8,15.8,50,175,15,0
ING2022_365,Ingeniería Ambiental,2022,4,13.9,25,91,10,0
ING2022_366,Ingeniería Ambiental,2022,7,15.4,44,153,10,0
ING2022_367,Ingeniería Ambiental,2022,5,14.2,31,111,8,0
ING2022_368,Ingeniería Ambiental,2022,7,15.1,44,153,8,0
ING2022_369,Ingeniería Ambiental,2022,9,17.3,56,195,7,0
ING2022_370,Ingeniería Ambiental,2022,8,16.3,50,175,7,0
ING2022_371,Ingeniería Ambiental,2022,5,14.4,31,111,5,0
ING2022_372,Ingeniería Ambiental,2022,6,14.7,37,130,8,0
ING2022_373,Ingeniería Ambiental,2022,5,14.8,31,111,3,0
ING2022_374,Ingeniería Ambiental,2022,4,13.8,25,91,12,1
ING2022_375,Ingeniería Ambiental,2022,2,12.2,12,45,6,0
ING2022_376,Ingeniería Ambiental,2022,3,12.7,17,62,8,0
ING2022_377,Ingeniería Ambiental,2022,6,14.5,37,130,3,0
ING2022_378,Ingeniería Ambiental,2022,6,15.5,37,130,3,0
ING2022_379,Ingeniería Ambiental,2022,4,13.8,25,91,9,0
ING2022_380,Ingeniería Ambiental,2022,2,13.0,12,45,6,0
ING2022_381,Ingeniería Ambiental,2022,6,14.9,37,130,5,0
ING2022_382,Ingeniería Ambiental,2022,3,11.8,17,60,16,1
ING2022_383,Ingeniería Ambiental,2022,4,14.7,25,91,7,0
ING2022_384,Ingeniería Ambiental,2022,6,15.7,36,125,10,0
ING2022_385,Ingeniería Ambiental,2022,5,15.5,31,111,10,0
