ID,Carrera,Cohorte,Ciclo_ultimo,Promedio,Cursos_aprobados,Creditos_aprobados,Repitencias,Deserto
ING2024_101,Ingeniería Industrial,2024,4,14.4,28,95,7,0
ING2024_102,Ingeniería Industrial,2024,7,15.7,49,162,12,1
ING2024_103,Ingeniería Industrial,2024,3,13.7,20,70,10,0
ING2024_104,Ingeniería Industrial,2024,9,16.6,63,197,7,0
ING2024_105,Ingeniería Industrial,2024,2,12.9,12,43,9,0
ING2024_106,Ingeniería Industrial,2024,5,14.7,35,119,4,0
ING2024_107,Ingeniería Industrial,2024,5,15.5,34,115,8,0
ING2024_108,Ingeniería Industrial,2024,6,14.6,42,143,4,0
ING2024_109,Ingeniería Industrial,2024,5,14.0,35,119,5,0
ING2024_110,Ingeniería Industrial,2024,6,14.7,42,143,9,0
ING2024_111,Ingeniería Industrial,2024,4,14.0,28,95,6,1
ING2024_112,Ingeniería Industrial,2024,1,12.2,7,25,6,1
ING2024_113,Ingeniería Industrial,2024,2,12.7,14,50,6,1
ING2024_114,Ingeniería Industrial,2024,8,15.7,56,175,8,1
ING2024_115,Ingeniería Industrial,2024,5,15.1,34,116,8,1
ING2024_116,Ingeniería Industrial,2024,3,13.0,20,70,11,0
ING2024_117,Ingeniería Industrial,2024,3,12.4,21,74,10,0
ING2024_118,Ingeniería Industrial,2024,2,13.1,14,50,2,1
ING2024_119,Ingeniería Industrial,2024,7,15.9,48,159,5,1
ING2024_120,Ingeniería Industrial,2024,6,14.3,40,139,15,0
ING2024_121,Ingeniería Industrial,2024,5,14.8,35,119,9,0
ING2024_122,Ingeniería Industrial,2024,5,13.6,34,115,16,0
ING2024_123,Ingeniería Industrial,2024,5,14.8,35,119,10,0
ING2024_124,Ingeniería Industrial,2024,3,12.8,21,74,3,0
ING2024_125,Ingeniería Industrial,2024,6,15.3,42,143,10,0
ING2024_126,Ingeniería Industrial,2024,2,11.4,12,42,10,1
ING2024_127,Ingeniería Industrial,2024,8,16.3,56,175,10,0
ING2024_128,Ingeniería Industrial,2024,6,15.2,42,143,7,0
ING2024_129,Ingeniería Industrial,2024,6,14.5,42,143,5,0
ING2024_130,Ingeniería Industrial,2024,6,14.4,42,143,12,0
ING2024_131,Ingeniería Industrial,2024,7,16.6,49,162,12,0
ING2024_132,Ingeniería Industrial,2024,5,13.9,35,119,8,0
ING2024_133,Ingeniería Industrial,2024,4,13.7,28,95,3,0
ING2024_134,Ingeniería Industrial,2024,7,15.0,48,157,8,0
ING2024_135,Ingeniería Industrial,2024,4,12.9,26,86,21,0
ING2024_136,Ingeniería Industrial,2024,6,15.3,42,143,10,0
ING2024_137,Ingeniería Industrial,2024,6,15.0,40,137,8,0
ING2024_138,Ingeniería Industrial,2024,4,13.3,26,88,15,0
ING2024_139,Ingeniería Industrial,2024,7,17.0,49,162,6,0
ING2024_140,Ingeniería Industrial,2024,7,15.0,49,162,4,0
ING2024_141,Ingeniería Industrial,2024,5,14.6,35,119,6,0
ING2024_142,Ingeniería Industrial,2024,4,12.9,27,92,11,1
ING2024_143,Ingeniería Industrial,2024,5,13.8,35,119,7,0
ING2024_144,Ingeniería Industrial,2024,6,15.3,42,143,5,0
ING2024_145,Ingeniería Industrial,2024,6,16.1,42,143,3,0
ING2024_146,Ingeniería Industrial,2024,6,15.2,42,143,7,0
ING2024_147,Ingeniería Industrial,2024,8,17.5,56,175,9,0
ING2024_148,Ingeniería Industrial,2024,4,12.6,27,92,21,0
ING2024_149,Ingeniería Industrial,2024,7,15.5,49,162,7,0
ING2024_150,Ingeniería Industrial,2024,6,16.2,42,143,7,0
ING2024_151,Ingeniería Industrial,2024,3,12.0,21,74,6,1
ING2024_152,Ingeniería Industrial,2024,5,14.1,35,119,3,0
ING2024_153,Ingeniería Industrial,2024,1,11.8,6,22,5,0
ING2024_154,Ingeniería Industrial,2024,6,15.5,42,143,10,0
ING2024_155,Ingeniería Industrial,2024,5,14.4,35,119,7,0
ING2024_156,Ingeniería Industrial,2024,6,15.7,40,136,14,0
ING2024_157,Ingeniería Industrial,2024,2,12.9,12,43,13,0
ING2024_158,Ingeniería Industrial,2024,2,12.1,13,45,8,0
ING2024_159,Ingeniería Industrial,2024,5,13.4,33,114,21,0
ING2024_160,Ingeniería Industrial,2024,4,12.6,27,92,13,0
ING2024_161,Ingeniería Industrial,2024,7,16.6,49,162,4,0
ING2024_162,Ingeniería Industrial,2024,1,12.3,7,25,2,0
ING2024_163,Ingeniería Industrial,2024,4,12.8,28,95,10,0
ING2024_164,Ingeniería Industrial,2024,2,12.9,14,50,4,0
ING2024_165,Ingeniería Industrial,2024,6,14.4,42,143,8,0
ING2024_166,Ingeniería Industrial,2024,2,10.8,12,45,12,0
ING2024_167,Ingeniería Industrial,2024,7,15.5,49,162,5,0
ING2024_168,Ingeniería Industrial,2024,6,15.0,41,140,7,0
ING2024_169,Ingeniería Industrial,2024,3,13.2,20,69,11,0
ING2024_170,Ingeniería Industrial,2024,3,12.3,20,69,12,0
ING2024_171,Ingeniería Industrial,2024,5,13.5,35,119,17,0
ING2024_172,Ingeniería Industrial,2024,1,11.1,6,22,9,0
ING2024_173,Ingeniería Industrial,2024,3,13.2,20,70,13,0
ING2024_174,Ingeniería Industrial,2024,9,17.3,63,197,10,0
ING2024_175,Ingeniería Industrial,2024,5,15.5,35,119,3,0
ING2024_176,Ingeniería Industrial,2024,2,12.2,13,46,11,1
ING2024_177,Ingeniería Industrial,2024,4,14.1,28,95,6,0
ING2024_178,Ingeniería Industrial,2024,10,17.5,71,218,12,0
ING2024_179,Ingeniería Industrial,2024,4,12.4,28,95,7,0
ING2024_180,Ingeniería Industrial,2024,5,13.8,34,117,16,0
ING2024_181,Ingeniería Industrial,2024,3,13.0,21,74,6,0
ING2024_182,Ingeniería Industrial,2024,4,14.1,28,95,4,1
ING2024_183,Ingeniería Industrial,2024,6,14.9,42,143,6,0
ING2024_184,Ingeniería Industrial,2024,3,12.5,20,69,7,0
ING2024_185,Ingeniería Industrial,2024,1,11.3,7,25,6,0
ING2024_186,Ingeniería Industrial,2024,6,15.7,42,143,9,0
ING2024_187,Ingeniería Industrial,2024,6,14.0,42,143,9,0
ING2024_188,Ingeniería Industrial,2024,6,16.1,41,140,8,0
ING2024_189,Ingeniería Industrial,2024,5,14.0,35,119,12,1
ING2024_190,Ingeniería Industrial,2024,2,12.8,13,47,9,0
ING2024_191,Ingeniería Industrial,2024,4,13.2,27,91,9,0
ING2024_192,Ingeniería Industrial,2024,1,10.1,6,22,6,0
ING2024_193,Ingeniería Industrial,2024,4,14.4,28,95,3,0
ING2024_194,Ingeniería Industrial,2024,6,16.1,42,143,6,0
ING2024_195,Ingeniería Industrial,2024,6,15.7,42,143,4,0
ING2024_196,Ingeniería Industrial,2024,6,14.4,42,143,3,0
ING2024_197,Ingeniería Industrial,2024,2,11.2,11,39,16,0
ING2024_198,Ingeniería Industrial,2024,7,15.2,49,162,8,0
ING2024_199,Ingeniería Industrial,2024,2,11.8,12,45,15,0
ING2024_200,Ingeniería Industrial,2024,6,14.0,42,143,6,0
ING2024_201,Ingeniería Industrial,2024,5,13.8,33,110,15,0
ING2024_202,Ingeniería Industrial,2024,4,13.2,27,92,12,0
ING2024_203,Ingeniería Industrial,2024,6,16.2,42,143,4,0
ING2024_204,Ingeniería Industrial,2024,7,16.0,49,162,8,0
ING2024_205,Ingeniería Industrial,2024,4,12.4,28,95,8,0
ING2024_206,Ingeniería Industrial,2024,2,12.1,14,50,6,0
ING2024_207,Ingeniería Industrial,2024,9,18.0,63,197,14,0
ING2024_208,Ingeniería Industrial,2024,4,13.1,26,88,14,0
ING2024_209,Ingeniería Industrial,2024,1,12.1,7,25,2,0
ING2024_210,Ingeniería Industrial,2024,2,12.8,14,50,5,0
ING2024_211,Ingeniería Industrial,2024,4,14.1,28,95,5,0
ING2024_212,Ingeniería Industrial,2024,6,15.5,42,143,16,0
ING2024_213,Ingeniería Industrial,2024,5,14.8,35,119,4,0
ING2024_214,Ingeniería Industrial,2024,2,12.4,14,50,7,0
ING2024_215,Ingeniería Industrial,2024,5,15.5,35,119,9,1
ING2024_216,Ingeniería Industrial,2024,6,15.2,42,143,6,0
ING2024_217,Ingeniería Industrial,2024,5,14.6,35,119,9,0
ING2024_218,Ingeniería Industrial,2024,4,14.2,28,95,6,0
ING2024_219,Ingeniería Industrial,2024,5,14.8,35,119,3,0
ING2024_220,Ingeniería Industrial,2024,2,13.0,14,50,5,0
ING2024_221,Ingeniería Industrial,2024,9,17.3,62,196,15,0
ING2024_222,Ingeniería Industrial,2024,4,14.2,28,95,3,0
ING2024_223,Ingeniería Industrial,2024,4,13.8,28,95,7,0
ING2024_224,Ingeniería Industrial,2024,5,14.2,35,119,8,0
ING2024_225,Ingeniería Industrial,2024,4,14.0,28,95,3,1
ING2024_226,Ingeniería Industrial,2024,4,13.7,27,92,16,0
ING2024_227,Ingeniería Industrial,2024,4,12.6,28,95,7,1
ING2024_228,Ingeniería Industrial,2024,6,14.1,42,143,4,0
ING2024_229,Ingeniería Industrial,2024,1,12.2,7,25,0,0
ING2024_230,Ingeniería Industrial,2024,4,14.2,28,95,7,0
ING2024_231,Ingeniería Industrial,2024,6,14.3,42,143,6,0
ING2024_232,Ingeniería Industrial,2024,4,13.4,26,86,18,0
ING2024_233,Ingeniería Industrial,2024,3,13.1,21,74,7,1
ING2024_234,Ingeniería Industrial,2024,3,13.5,20,72,6,1
ING2024_235,Ingeniería Industrial,2024,5,14.3,35,119,5,0
ING2024_236,Ingeniería Industrial,2024,3,12.2,21,74,14,0
ING2024_237,Ingeniería Industrial,2024,3,12.6,21,74,6,0
ING2024_238,Ingeniería Industrial,2024,7,15.2,49,162,6,0
ING2024_239,Ingeniería Industrial,2024,6,15.0,42,143,4,0
ING2024_240,Ingeniería Industrial,2024,5,13.7,34,115,14,1
ING2024_241,Ingeniería Industrial,2024,2,13.0,13,46,5,0
ING2024_242,Ingeniería Industrial,2024,2,11.6,11,40,14,1
ING2024_243,Ingeniería Industrial,2024,3,12.6,18,65,17,0
ING2024_244,Ingeniería Industrial,2024,6,15.2,42,143,6,0
ING2024_245,Ingeniería Industrial,2024,7,15.4,49,162,12,0
ING2024_246,Ingeniería Industrial,2024,6,14.9,42,143,5,0
ING2024_247,Ingeniería Industrial,2024,2,12.7,13,48,10,1
ING2024_248,Ingeniería Industrial,2024,1,11.8,7,25,3,0
ING2024_249,Ingeniería Industrial,2024,3,12.4,21,74,3,0
ING2024_250,Ingeniería Industrial,2024,6,14.9,42,143,6,0
ING2024_251,Ingeniería Industrial,2024,7,15.0,49,162,9,0
ING2024_252,Ingeniería Industrial,2024,1,10.5,7,25,2,0
ING2024_253,Ingeniería Industrial,2024,5,15.0,35,119,4,1
ING2024_254,Ingeniería Industrial,2024,2,11.2,11,40,25,1
ING2024_255,Ingeniería Industrial,2024,7,16.6,49,162,5,0
ING2024_256,Ingeniería Industrial,2024,8,16.4,56,175,10,0
ING2024_257,Ingeniería Industrial,2024,3,12.5,21,74,5,0
ING2024_258,Ingeniería Industrial,2024,1,10.4,7,25,0,0
ING2024_259,Ingeniería Industrial,2024,3,13.9,20,70,7,0
ING2024_260,Ingeniería Industrial,2024,9,16.5,63,197,13,0
ING2024_261,Ingeniería Industrial,2024,5,13.6,33,113,19,0
ING2024_262,Ingeniería Industrial,2024,7,15.4,49,162,11,0
ING2024_263,Ingeniería Industrial,2024,5,13.4,35,119,12,0
ING2024_264,Ingeniería Industrial,2024,7,16.5,48,158,7,0
ING2024_265,Ingeniería Industrial,2024,2,11.9,13,46,7,0
ING2024_266,Ingeniería Industrial,2024,3,13.4,21,74,7,0
ING2024_267,Ingeniería Industrial,2024,8,17.4,55,172,10,0
ING2024_268,Ingeniería Industrial,2024,3,12.0,21,74,9,0
ING2024_269,Ingeniería Industrial,2024,2,11.1,10,38,23,1
ING2024_270,Ingeniería Industrial,2024,2,12.3,13,48,9,0
ING2024_271,Ingeniería Industrial,2024,4,13.5,28,95,13,0
ING2024_272,Ingeniería Industrial,2024,10,17.6,70,216,15,0
ING2024_273,Ingeniería Industrial,2024,9,16.6,63,197,10,0
ING2024_274,Ingeniería Industrial,2024,4,13.8,28,95,9,0
ING2024_275,Ingeniería Industrial,2024,6,14.9,42,143,8,0
ING2024_276,Ingeniería Industrial,2024,7,14.9,49,162,14,0
ING2024_277,Ingeniería Industrial,2024,1,10.0,6,21,6,0
ING2024_278,Ingeniería Industrial,2024,5,14.9,34,116,7,0
ING2024_279,Ingeniería Industrial,2024,6,15.8,41,139,11,0
ING2024_280,Ingeniería Industrial,2024,3,12.8,20,70,10,0
ING2024_281,Ingeniería Industrial,2024,7,14.8,49,162,8,1
ING2024_282,Ingeniería Industrial,2024,3,12.9,21,74,8,0
ING2024_283,Ingeniería Industrial,2024,6,14.7,42,143,10,1
ING2024_284,Ingeniería Industrial,2024,4,14.7,28,95,7,0
ING2024_285,Ingeniería Industrial,2024,4,14.5,28,95,6,0
ING2024_286,Ingeniería Industrial,2024,4,12.6,25,85,18,0
ING2024_287,Ingeniería Industrial,2024,5,15.4,35,119,6,0
ING2024_288,Ingeniería Industrial,2024,3,12.3,21,74,6,0
ING2024_289,Ingeniería Industrial,2024,7,15.3,49,162,12,0
ING2024_290,Ingeniería Industrial,2024,3,13.2,20,69,12,0
ING2024_291,Ingeniería Industrial,2024,6,15.1,42,143,6,0
ING2024_292,Ingeniería Industrial,2024,3,13.2,21,74,10,0
ING2024_293,Ingeniería Industrial,2024,5,14.3,35,119,6,0
ING2024_294,Ingeniería Industrial,2024,4,12.4,27,91,10,0
ING2024_295,Ingeniería Industrial,2024,5,13.5,34,116,15,1
ING2024_296,Ingeniería Industrial,2024,4,13.0,27,92,13,0
ING2024_297,Ingeniería Industrial,2024,7,15.9,49,162,10,0
ING2024_298,Ingeniería Industrial,2024,8,15.7,56,175,11,0
ING2024_299,Ingeniería Industrial,2024,6,15.4,41,140,11,0
ING2024_300,Ingeniería Industrial,2024,2,13.2,13,47,8,0
ING2024_301,Ingeniería Industrial,2024,6,15.2,42,143,5,0
ING2024_302,Ingeniería Industrial,2024,4,14.2,28,95,2,0
ING2024_303,Ingeniería Industrial,2024,5,14.5,35,119,2,0
ING2024_304,Ingeniería Industrial,2024,5,14.4,34,117,8,1
ING2024_305,Ingeniería Industrial,2024,6,14.3,42,143,11,0
ING2024_306,Ingeniería Industrial,2024,7,16.5,48,159,13,0
ING2024_307,Ingeniería Industrial,2024,3,13.6,20,70,17,0
ING2024_308,Ingeniería Industrial,2024,7,15.7,49,162,8,1
ING2024_309,Ingeniería Industrial,2024,4,12.7,27,92,14,0
ING2024_310,Ingeniería Industrial,2024,1,10.0,6,21,7,1
ING2024_311,Ingeniería Industrial,2024,3,12.9,20,71,6,0
ING2024_312,Ingeniería Industrial,2024,4,14.6,28,95,3,0
ING2024_313,Ingeniería Industrial,2024,8,15.8,56,175,3,0
ING2024_314,Ingeniería Industrial,2024,6,15.3,42,143,11,0
ING2024_315,Ingeniería Industrial,2024,4,14.4,27,92,11,0
ING2024_316,Ingeniería Industrial,2024,5,14.3,35,119,9,0
ING2024_317,Ingeniería Industrial,2024,6,15.0,42,143,4,0
ING2024_318,Ingeniería Industrial,2024,2,13.1,14,50,4,1
ING2024_319,Ingeniería Industrial,2024,4,13.6,26,90,16,0
ING2024_320,Ingeniería Industrial,2024,2,12.2,14,50,8,0
ING2024_321,Ingeniería Industrial,2024,3,13.7,21,74,2,0
ING2024_322,Ingeniería Industrial,2024,1,10.0,6,21,5,0
ING2024_323,Ingeniería Industrial,2024,5,13.5,33,112,15,0
ING2024_324,Ingeniería Industrial,2024,3,12.0,20,72,13,0
ING2024_325,Ingeniería Industrial,2024,2,12.9,14,50,7,0
ING2024_326,Ingeniería Industrial,2024,1,10.6,6,21,3,0
ING2024_327,Ingeniería Industrial,2024,6,16.0,42,143,5,0
ING2024_328,Ingeniería Industrial,2024,5,14.2,35,119,2,0
ING2024_329,Ingeniería Industrial,2024,6,14.2,42,143,6,0
ING2024_330,Ingeniería Industrial,2024,5,15.1,35,119,3,0
ING2024_331,Ingeniería Industrial,2024,3,13.8,21,74,6,0
ING2024_332,Ingeniería Industrial,2024,4,14.1,28,95,3,0
ING2024_333,Ingeniería Industrial,2024,2,11.9,12,43,14,0
ING2024_334,Ingeniería Industrial,2024,5,13.8,35,119,7,0
ING2024_335,Ingeniería Industrial,2024,6,15.3,42,143,6,0
ING2024_336,Ingeniería Industrial,2024,1,11.9,6,22,8,0
ING2024_337,Ingeniería Industrial,2024,6,15.3,41,138,6,0
ING2024_338,Ingeniería Industrial,2024,3,13.7,20,70,6,0
ING2024_339,Ingeniería Industrial,2024,7,15.8,49,162,9,0
ING2024_340,Ingeniería Industrial,2024,6,14.7,42,143,11,0
ING2024_341,Ingeniería Industrial,2024,4,14.3,28,95,6,0
ING2024_342,Ingeniería Industrial,2024,7,15.2,49,162,3,0
ING2024_343,Ingeniería Industrial,2024,1,10.0,6,22,4,0
ING2024_344,Ingeniería Industrial,2024,4,14.6,28,95,5,0
ING2024_345,Ingeniería Industrial,2024,6,14.7,42,143,6,0
ING2024_346,Ingeniería Industrial,2024,6,14.2,42,143,6,0
ING2024_347,Ingeniería Industrial,2024,4,13.1,26,85,13,1
ING2024_348,Ingeniería Industrial,2024,3,13.0,21,74,8,0
ING2024_349,Ingeniería Industrial,2024,3,13.5,21,74,5,0
ING2024_350,Ingeniería Industrial,2024,5,14.8,34,116,10,0
ING2024_351,Ingeniería Industrial,2024,6,14.0,42,143,7,0
ING2024_352,Ingeniería Industrial,2024,6,14.1,42,143,5,0
ING2024_353,Ingeniería Industrial,2024,3,12.1,21,74,6,0
ING2024_354,Ingeniería Industrial,2024,5,15.0,35,119,5,0
ING2024_355,Ingeniería Industrial,2024,2,12.6,14,50,4,0
ING2024_356,Ingeniería Industrial,2024,4,14.2,28,95,6,1
ING2024_357,Ingeniería Industrial,2024,8,15.8,56,175,9,1
ING2024_358,Ingeniería Industrial,2024,4,13.8,27,91,10,1
ING2024_359,Ingeniería Industrial,2024,8,15.6,55,172,14,0
ING2024_360,Ingeniería Industrial,2024,4,12.8,28,95,9,0
ING2024_361,Ingeniería Industrial,2024,4,14.1,28,95,5,0
ING2024_362,Ingeniería Industrial,2024,4,13.5,27,92,19,0
ING2024_363,Ingeniería Industrial,2024,5,14.6,35,119,5,0
ING2024_364,Ingeniería Industrial,2024,9,17.2,63,197,7,0
ING2024_365,Ingeniería Industrial,2024,7,17.0,49,162,6,0
ING2024_366,Ingeniería Industrial,2024,5,14.6,35,119,5,0
ING2024_367,Ingeniería Industrial,2024,2,13.1,14,50,3,1
ING2024_368,Ingeniería Industrial,2024,1,10.0,7,25,3,0
ING2024_369,Ingeniería Industrial,2024,1,12.3,7,25,0,0
ING2024_370,Ingeniería Industrial,2024,1,11.1,6,21,9,0
ING2024_371,Ingeniería Industrial,2024,1,11.1,7,25,7,1
ING2024_372,Ingeniería Industrial,2024,7,16.2,49,162,13,0
ING2024_373,Ingeniería Industrial,2024,7,16.5,49,162,6,0
ING2024_374,Ingeniería Industrial,2024,1,11.0,6,22,6,0
ING2024_375,Ingeniería Industrial,2024,4,13.1,26,88,14,1
ING2024_376,Ingeniería Industrial,2024,8,15.9,56,175,12,1
ING2024_377,Ingeniería Industrial,2024,6,14.1,42,143,11,0
ING2024_378,Ingeniería Industrial,2024,7,15.6,49,162,7,0
ING2024_379,Ingeniería Industrial,2024,4,13.0,28,95,5,1
ING2024_380,Ingeniería Industrial,2024,7,15.1,49,162,11,0
ING2024_381,Ingeniería Industrial,2024,5,13.4,35,119,11,1
ING2024_382,Ingeniería Industrial,2024,2,12.4,14,50,6,0
ING2024_383,Ingeniería Industrial,2024,4,13.6,28,95,11,0
ING2024_384,Ingeniería Industrial,2024,2,12.7,14,50,5,1
ING2024_385,Ingeniería Industrial,2024,5,15.1,35,119,5,0
ING2024_386,Ingeniería Industrial,2024,6,14.8,42,143,10,0
ING2024_387,Ingeniería Industrial,2024,6,14.0,42,143,4,0
ING2024_388,Ingeniería Industrial,2024,4,12.9,28,95,14,1
ING2024_389,Ingeniería Industrial,2024,5,15.0,34,116,10,0
ING2024_390,Ingeniería Industrial,2024,5,15.0,35,119,7,0
ING2024_391,Ingeniería Industrial,2024,8,16.4,56,175,7,0
ING2024_392,Ingeniería Industrial,2024,5,14.6,35,119,6,1
ING2024_393,Ingeniería Industrial,2024,7,14.9,48,159,9,0
ING2024_394,Ingeniería Industrial,2024,1,11.8,5,18,8,1
ING2024_395,Ingeniería Industrial,2024,6,14.7,42,143,8,0
ING2024_396,Ingeniería Industrial,2024,3,13.6,21,74,8,0
